raw_entry
Albrechtsberg (Albrechtzperg Patav. dioc.) par. eccl. s. Laurentii 359.
Almaria v. Alkmaar.
Aldenburg v. Altenburg.
Aldensalen. (Aldenzalen) v. Oldenzaal.
Alet (Electen.) ep. 162 357.
Alexandrien (Alexandria) op. 305.
Alfeld (Auelden. Hildesem. dioc.) capel. s. Spiritus 265.
"Algesheim (Algisheim, Algensheim Magunt. dioc.) par. eccl. 274; campanaria 117."
Alkmaar (Alcmaria Traiect. dioc.) eccl. secul.: abbat. 264. par. eccl. 136 137.
Allerheiligen (Omniusanctorum Wratisl. dioc.) par. eccl. Omniusanctorum 284 29.
Almkerk (Almkerc Traiect. dioc.) par. eccl. 372.
Alsleben v. Groß-Alsleben.
Altaich (Altach) v. Ober- resp. Nieder-Altaich.
Altdamm (? Damnis Camin. dioc.) par. eccl. s. Nicolai 147.
Altdorf (Argent. dioc.) mon. o. s. B.: monach. 220.
Altdorf (Altdorff al. Engenpach Ratisp. dioc.) par. eccl. 91.
Altenburg (Aldenburg Nuemb. dioc.) eccl. b. Marie Virg. in castro: 46 prepos. 112. capel. s. Georgii in castro 46.
Altenmünster (de Hayaualteri al. d. Altomonasterio Const. dioc.) par. eccl. 327.
Altenromhilt v. Römhild.
Altstetten (Altsteten Const. dioc.) eccl. filialis 140.
Alvensleben (Aluenzleue Halberst. dioc.) capel. 143.
"Alzei (Alzeya, Altzeia Magunt. dioc.) dom. s. Antonii o. s. A.: preceptor 228 308."
St. Amarin (de Sanctoameri(a)n Basil. dioc.) eccl. s. Amerini: prepos. 73 237; can. 73; capit. 237.
Amatia advocatus 61.
Amberg (Amberga Ratisp. dioc.) vicedominus 205.
Amersfoort (Amersforden. Traiect. dioc.) eccl. s. Georgii: can. 159 162 224.
Amoeneburg (Ameneburg Magunt. dioc.) eccl.: scolast. 163; can. 163.
Amsterdam (Aemsterdam Traiect. dioc.) par. eccl. 62 373. Nieuwe-Zijdskapel (Heiligestede) 373.
Anania v. Nonsberg.
Anasum v. Enns.
Andegauien. v. Angers.
Andelac. v. Andlau.
Andenoys v. Adensen.
Andernach (Andernacen. Trev. dioc.) capel. s. Michaelis 227.
Andgardaw v. Stams.
"Andlau (Andello, Andelacen., Vallis-andelache Argent. dioc.) mon. nullius ord.: monialis 272; alt. in eccl. 43."
Angarien. v. Enger.
Angelsdorf (Angelstorp Colon. dioc.) par. eccl. 319.
Angers (Andegavien.) dioc. 314.
Anglia v. England.
St. Anne (? Msn. dioc.) capel. s. Anne hosp. paup. 245.
"Ansbach (Onelspach, Onalspacen. Her-bipol. dioc.) eccl. s. Gumperti: 297; decan. 87; can. 87 92 120 165 181 311 334 346 349 400; vic. 223."
"Ansperg (Onsperg, Omsberg, Homsber, Musberg Bamberg. dioc.) capel. s. Viti 123 334."
Antiochien (Antiochia) patr. 30.
Antiqua Vlissinghen v. Vlissinghen.
Aosta (Augusten.) ep. 49 147 242 330 361 366.
Appenheim (Magunt. dioc.) par. eccl. 317.
Appenzell (Appenceller) rustici 330.
"Aquen. v. Aachen, Aix."
Aquileja (Aquilegien.) patr. 12 24 125 170 287 321 352. eccl.: can. 279 287; capit. 278 321 352; benef. 279. presb. 125 278 284 321 340. cler. 110 192 375. scolar. 236. armig. 128 176. mil. 42 50 107 110 167. laici 125. castella 12.
Aquisgran. v. Aachen.
Aragon rex 334.
Arberg (Eystet. dioc.) par. eccl. 96.
Ardagger (Ardeac. Patav. dioc.) eccl. s. Margarete: prepos. 170; can. 321.
Aresdorf v. Arsdorf.
Arezzo (Aretin.) ep. 113. civit. 13.
Argentin. v. Strassburg.
Arheiligen (Arheilgen Magunt. dioc.) capel. b. Marie Virg. 54.
Arien. ep. 90.
Arimin. v. Rimini.
Armuth (Armud Magunt. dioc.) capel. s. Catherine 192.
Arnheim (Arnhemen. Traiect. dioc.) eccl. s. Walburgis: prepos. 6; decan. 100 258; can. 215 225 313 347.
Arni (Const. dioc.) par. eccl. s. Johannis bapt. 186.
Arnoldshof v. Rottweil.
Arnoldstein (Arnoldstain Aquil. dioc.) mon. o. s. B. 192.
St. Arnual (de Sanctoarnuale Meten. dioc.) eccl. s. Arnualis: can. 314.
Arsdorf (Aresdorf Trev. dioc.) par. eccl. 46.
Arth (Art Const. dioc.) par. eccl. 360.
Asbach (Aspach Patav. dioc.) par. eccl. 213 284.
Aschaffenburg (Aschaffinburg Magunt. dioc.) eccl. ss. Petri et Alexandri: prepos. 88; can. 28 90 114 158 195 309 310; capit. 88. par. eccl. s. Agathe e. m. 158.
Aschendorf (Asschendorpe Osnab. dioc.) par. eccl. 64.
"Aschersleben (Asschersleiben, Aschersleue Halberst. dioc.) capel. s. Nicolai in castro 120 130 387."
Asselburg v. Hasselburg.
Assinden. v. Essen.
Assisi (Assisinat.) mon. s. Petri o. s. B.: abb. 288.
Athesis v. Etsch.
Athyra (Naturen.) ep. 110.
Attendorn (Colon. dioc.) par. eccl. 355.
Attenheim (Atensheim Patav. dioc.) capel. hosp. paup. 324.
Attenhofen (Attelkouen Ratisp. dioc.) par. eccl. 367.
Attersdorf v. Ottersdorf.
Atting (Ating Ratisp. dioc.) par. eccl. 27.
Au (Ow Const. dioc.) eccl. s. Georgii: can. 186.
Au (Aw Frising. dioc.) eccl. filialis 7.
Au v. St. Maria in Au.
"Aub (Augea, Auwe Herbipol. dioc.) eccl. s. Marie o. s. A.: prepos. 281. mon. o. s. B. 59."
"Audorf (Ousdorff, Oustorff Salzb. dioc.) par. eccl. 129 292."
Aue (? Oue Traiect. dioc.) par. eccl. 130.
Auerbach (Awrbach Patav. dioc.) par. eccl. 187 206.
Augea v. Aub.
Augia v. Breisach.
Augia maior v. Reichenau.
Augsburg (Augusten.) ep. (el.) 7 51 52 75 76 84 88 115 125 184 199 212 213 219 298. vic. episc. 125 184 212. mensa episc. 52. eccl.: prepos. 392; decan. 135; custod. 51 219; dign. 311; can. 52 88 93 96 121 135 207 212 219 311 359 376 392; capit. 51 199 212; alt. 212. eccl. s. Mauritii: 58; prepos. 392; decan. 88 125 155 183 298; can. 75 88 155 207 212 268 269 392; capit. 155. capel. s. Gertrudis 392. capel. s. Ottilie 58. capel. s. Sepulcri 359. mon. ss. Vlrici et Afre o. s. B.: abb. 58. mon. s. Vrsi e. m. 58. presb. 84 125 155 162 184 199 298 354 360 387. cler. 51 62 73 84 149 189 210 219 268 269 298 303 387. subcollect. 155 212. offic. 88. armig. 298. opid. 268. laici 51 75 362.
"Augusten. v. Aosta, Augsburg."
Aulon v. Aalen.
Austria v. Österreich.
Autun (Eduen.) dioc. 180.
Auwe v. Aub.
Aueld v. Alfeld.
St. Avold (de Sanctonabore Meten) dioc.) mon. s. Naboris o. s. B.: abb. e. conv. 42.
Aw v. Au.
Awgia v. Gries.
Awrbach v. Auerbach.
Aych v. Aich.
Aycurien. v. Incourt.
Azmannsdorf (Aczmanstorff Magunt) dioc.) par. eccl. 247.
Azum (Adlefsen Halberst. dioc.) archidiacon. 97.
Babenhausen (Babinhusen Magunt. dioc.) par. eccl. 368.
Babylonien (Babilonia) soldanus 305.
Baden (Const. dioc.) hosp. paup. 59. marchio 45 64 167 223 285 333.
Badenheim (Magunt. dioc.) par. eccl. 116.
Baiocen. v. Bayeux.
Balsamgau (Balsamia Halberst. dioc archidiacon. 105.
"Bamberg ep. 39 61 92 93 111 123 126 151 15 189 235 241 264. capellani episc. 123. eccl.: decan. 273; can. 39 109 12 122 123 163 165 273 302; capit. 39 92 112 151 241 273; vic. 12 127; alt. 146 151 177. eccl. s. Jacobi e. m.: prepos. 123 decan. 123; can. 39 96; capit. 12 235. eccl. s. Stephani e. m.: 61; prepos. 61 105 123 241; decan. 61 158 197; can. 39 97 105 119 159 165 374; capit. 61 241. eccl. b. Marie in Teuerstadt (Teurstat, Tew(e)rstat e. m.): decan. 151; vicedecan. 103; can. 39 103 111 215; capit. 103. capel. s. Andree 311. mon. s. Clare ord. s. Clare 61. presb. 73 93 94 295 298. cler. 39 91 110 163 241. collector 137 241. armig. 165. mil. 375. laici 39 51 76 162 211 245 247 274 310 314 333."
Bar (Barren. Tullen. dioc.) dux 106.
Barcholte v. Borgholz.
Bardowieck (Bardewicen. Verden. seu Halberst. dioc.) eccl. ss. Petri et Pauli: prepos. 389; decan. 83 84 231; can. 18 82 83 84 145 183 237 389 396; capit. 389; vic. 7.
Barendt (Barenthe Pomezan. dioc.) par. eccl. 240.
Basel (Basilien.) ep. (el.) 14 16 42 78 91 181 260 332. vic. gen. 260. eccl.: prepos. 312; can. 67 73 90 114 149 181 208 319; capit. 42; alt. (capel.) 237 312 319. eccl. s. Petri: archidiacon. 90; thesaurar. 90 260. mon. s. Albani o. s. B.: prior 287. presb. 259. cler. 73 273. puella litterata 78 272. collector 137 241. opid. 78. civit. 337.
Bassel (Baselen Meten. dioc.) mon. s. Johannis o. s. A.: capel. in eccl. 215.
Bathmen (Batman Traiect. dioc.) par. eccl. 351.
Bautzen (Budissin. Misn. dioc.) eccl. s. Petri: prepos. 242 276 344; cantor. 245; can. 176 181 274; capit. 242; vic. 242 245 390 397.
Bayern (Bauaria) provinc. ord. Herem. s. A. 25 125 137. dux 13 14 16 26 31 60 81 91 114 146 191 263 267 277 279 295 391. ducissa 14 75 271. vicedom. Inferioris-Bauarie 160 304. ducatus 267.
Bayeux (Baiocen.) el. 216.
Bayreuth (Peyerreut Bamberg. dioc.) capel. s. Crucis 304.
Beauvais (Beluacen.) eccl.: decan. 268; can. 268.
Beben. v. Hilvarenbeek.
Bebra (Bebracen. Magunt. dioc.) eccl. ss. Justi et Clementis: decan. 148; capit. 148; vic. 148 225.
Becerie v. Bessières.
Beckum (Beken. Monast. dioc.) eccl.: thesaurar. 213; can. 213.
"Bedburg (Beydbur, Beydburreyfercheyt Colon. dioc.) par. eccl. 63. dom. fr. ord. Herem. 63."
Bederkesa (Bremen. dioc.) par. eccl. 293.
Beenhausen (Benhusen Magunt. dioc.) par. eccl. 159.
"Beelhem, Bethlehem (Belheim, Belheem Traiect. dioc.) mon. o. s. A.: abb. et conv. 351; monach. 140."
Beesd (Beesede Traiect. dioc.) par. eccl. 133.
Beeskow (Besekow Misn. dioc.) eccl.: alt. 324.
Behringen v. Gross-Behringen.
Beinwil (Beinuiler Basil. dioc.) mon. s. Vincentii o. s. B.: administrator 252.
Beken v. Beckum.
Belbuck (Belbuk Camin. dioc.) mon. Prem. ord.: monach. 253.
"Belheem, Belheim v. Beelhem."
Belle v. Buschbell.
Belley (Bellilage Basil. dioc.) mon. o.s.B.(Prem. ord.): abb. 14 145.
Belluno-Feltre (Bellunen. et Feltren.) mensa episc. 288. feuda 288.
Belrebeke v. Billerbeck.
Beluacen. v. Beauvais.
Benhusen v. Beenhausen.
Bentheim (Benthem Traiect. dioc.) cometa 145.
Bergungin v. Birkungen.
Berchlande v. Ferchland.
"Berchtesgaden (Berchtersgaden, Pertschaden Salzb. dioc.) mon. o. s. A.: prepos. 19 63 377; capit. 63."
Berg (Monten.) dux 23.
"Bergbieten (Bergbuthenem, Berchbutenheim Argent. dioc.) par. eccl. 68."
Berge (Berghen Osnab. dioc.) par. eccl. 253.
"Bergedorf (Bergerdorpe, Bergherdorpe Razeb. dioc.) par. eccl. 82 148."
"Bergem, Bergen, Berghen v. Waldberghem."
Berghausen (Berghusen Spiren. dioc.) capel. s. Pancratii 195.
Berghe superior v. Oberberge.
"Berghem (Perchen, Percheim al. Talkerchen, Talkirchen Ratisp. dioc.) par. eccl. 184."
Berka (Magunt. dioc.) par. eccl. 151.
Berlin (Brandeb. dioc.) eccl. s. Nicolai 252.
Berlinichen (Noua Berlin Camin. dioc.) par. eccl. 86.
Bermatingen (Const. dioc.) par. eccl. 89 96 187.
Bernau (Bernow Brandeb. dioc.) par. eccl. 130.
Bernbach (Bernspach August. dioc.) par. eccl. 5.
Bernburg (Berneburg Magdeb. dioc.) eccl.: alt. 324.
St. Bernhard (Mons Jouis Sedun. dioc.) hosp. ss. Bernardi et Nicolai o. s. A.: prepos. 179; can. 179; conv. 179.
Bernhardszell (Cellabernhardi Const. dioc.) par. eccl. s. Martini 168.
Bernsdorf (Bernstorff Misn. dioc.) par. eccl. 276.
Bernstadt (Bernstad Wratisl. dioc.) par. eccl. 339.
Bersabea v. Bir Seba.
Berschis (Berschina Curien. dioc.) par. eccl. 90.
Bersenbrück (Bersenburghe Osnab. dioc.) mon. o. s. B.: abb. et conv. 270.
Berssen (Berson Osnab. dioc.) eccl.: vic. 64.
Besançon (Bisuntin.) mon. s. Pauli o. s. A.: can. 193. cler. 335.
Besekow v. Beeskow.
Bessières (Becerie Xancton. dioc.) dom. s. Antonii o. s. A.: preceptor. 60.
Bethlehem v. Beelhem.
Bettmaringen (Betmaringen Const. dioc.) par. eccl. 69.
Beydbur v. Bedburg.
Beydburreyfercheyt v. Bedburg.
Béziers (Biterren.) par. eccl. s. Stephani Villenoue 114.
Biberach (Bibracum Const. dioc.) par. eccl. 239.
Biberg (Biberc Bamberg. dioc.) par. eccl. 163.
Biblis (Bibelos Magunt. dioc.) par. eccl. 134.
Bielfeld (Biluelden. Padeb. dioc.) eccl. b. Marie Nouiopidi: can. 254 255; vic. 162 221.
Bilk (Bilke Colon. dioc.) par. eccl. 38.
"Billerbeck (Bilrebeke, Belrebeke Monast. dioc.) eccl.: decan. 65; capit. 65; capel. 65. archidiacon. 65 246."
Bingen (Pingwen. Magunt. dioc.) eccl. s. Martini: prepos. 95 255; decan. 157 260; scholast. 250; can. 100 116 117 157 192 243 251 260; capit. 157 250 260. mon. Montissanciruperti Cist. ord. (o. s. B.): benef. in eccl. 116 117.
Binsfeld (Bynsuelt Colon. dioc.) par. eccl. 199.
Bintbuch v. Vimbuch.
Bir Seba (Bersabea) ep. 174.
Birkungen (Bergungin Magunt. dioc.) par. eccl. 29.
Birtirkilch v. Mengen.
Bischhausen (Bischoffeshusen Magunt. dioc.) par. eccl. 399.
Bischofstein (Bischofstein Trev. dioc.) eccl.: can. 234.
"Bischofswerda (Bischofwerde, By-schoffswerde Misn. dioc.) par. eccl. b. Marie 28 195 288."
Bischofswerder (Bisschoffwerder Pomezan. dioc.) par. eccl. 60.
Bischofszell (Episcopaliscella Const. dioc.) eccl. s. Pelagii: prepos. 94; can. 155 262 317.
Bislich (Colon. dioc.) curtis et decime 79. predium Nouatera 79. terra Vpdengrauen 79.
Bisuntin. v. Besançon.
Biterren. v. Béziers.
Blankenberghe (? Scarphout Tornac. dioc.) par. eccl. 47.
Blankenheim (Brankenheim Magunt. dioc.) mon. o. s. A.: magistra et conv. 394.
St. Blasien (in Nigrasilua Const. dioc.) mon. s. Blasii o. s. B.: abb. et conv. 69.
Blaubeuren (Blauburen Const. dioc.) mon. o. s. B.: abb. et conv. 191.
Bleckenstedt (Blekenstede Hildesem. dioc.) par. eccl. 347.
Bleichenbach (Bleychenbach Const. dioc.) par. eccl. 155.
Blidersdorff v. Plittersdorf.
Blisien. v. Münsterbilsen.
Blittersdorf v. Plittersdorf.
Blotnik (Blothmicza Poznan. dioc.) villa 357.
Bobenhausen (Bobenhusen August. dioc.) par. eccl. 312.
Bochout v. Bouchout.
Böddeken (Budeken Padeb. dioc.) mon. o. s. A.: prior et fr. 297.
Bodegraven (Traiect. dioc.) par. eccl. 14 43 44.
Bodicz v. Poditz.
Bodingen (Boydighen Colon. dioc.) capel. 313.
Böhmen (Boemia) rex 23 98 111 342 375. regina 98. regnum 17 21 54 183 211 218 267 277.
Boffisheim v. Boofzheim.
Bolleschin (Boleszino Gnezn. dioc.) par. eccl. 30.
Bologna (Bononien.) legatus 70. studium 6 198 212. mil. 172 180. domic. 53. civit. 87 129 259 288 354.
"Bolsanum, Bolza v. Bozen."
Boltesberg (Monsboldensberg Brandeb. dioc.) capel. b. Marie Virg. 280.
Bolzum (Boltzem Hildesem. dioc.) villa 71 138.
Bonn (Bunnen. Colon. dioc.) eccl. s. Cassii: prepos. 12 72 152 183 237 249 310 313; scholast. 173; subthesaurar. 57; can. 8 57 63 152 168 171 199 241 246 250; capit. 72 183 237 249 310; vic. 231 232. par. eccl. s. Remigii 72 232. dom. leprosorum 72. studium 325. civit. 72.
Bononien. v. Bologna.
Bonsidel v. Wunsiedel.
Boofzheim (Boffisheim Argent. dioc.) par. eccl. 236.
Boos (Bos Const. dioc.) par. eccl. s. Valentini 211.
Bopfingen (Boppfingen August. dioc.) par. eccl. 184.
Borgestad v. Bürgstadt.
"Borgholz (Barcholte, Borcholte Padeb. dioc.) par. eccl. 148."
Bork (Wratisl. dioc.) par. eccl. 17.
Borken (Monast. dioc.) par. eccl. 252 265 350.
Born (Colon. dioc.) dominus loci 166.
Born (Magunt. dioc.) par. eccl. 192.
Bortschetum v. Burtscheid.
Borzanczino (? Poznan. dioc.) par. eccl. 232.
Bos v. Boos.
Bosau (Posow Nuemb. dioc.) mon. o. s. B.: abb. 168; capel. 168; hosp. 168.
Bönsell (Bozensele Monast. dioc.) par. eccl. 109 263.
Bouchout (Bochout Traiect. dioc.) par. eccl. 291.
Boydnghen v. Bodingen.
Bozanzen (Poznan. dioc.) par. eccl. 49.
"Bozen (Bolsanum, Bolza Trident. dioc.) capel. ss. Triumregum 394. civit. 138."
Braach (Brache Magunt. dioc.) par. eccl. 394.
Brabant (Brabantia Leod. dioc.) archidiacon. 187 228. custod. ord. Min. 354. dux 6.
Brake (Brak Minden. dioc.) par. eccl. 174.
Brakel (Padeb. dioc.) par. eccl. 390.
Brambach v. Brombach.
Bramberg (Pramberg Salzb. dioc.) par. eccl. s. Laurentii 129 324.
Bramstedt (Bramstede Bremen. dioc.) par. eccl. 236.
Brandenburg (Brandeburgen.) ep. 52 70 115. eccl.: capit. 70. cler. 201. marchio 26 142 252 342.
Brankenheim v. Blankenheim.
Braunenweiler (Brunenwiler Const. dioc.) par. eccl. s. Pancratii 19.
Braunschweig (Brunswicen. Halberst. et Hildesem. dioc.) eccl. s. Blasii: prepos. 107 248; decan. 64 71 156 386; scholast. 264; can. 83 264; capit. 64 71 107 156 248 386; vic. 64 144 156 357. eccl. Montissanticiaci e. m.: decan. 64 386; capit. 64 386; vic. 64. par. eccl. s. Andree 71 207. par. eccl. s. Blasii 71. par. eccl. s. Catherine 71. par. eccl. s. Ciriaci e. m. 71. par. eccl. s. Magni 71. par. eccl. s. Martini 71. par. eccl. s. Michaelis 71. par. eccl. s. Odolrici 64 71 155 156. par. eccl. s. Petri 64 71. par. eccl. . . . 71. capel. s. Bartholomei 64. capel. s. Jacobi 64. mon. s. Egidii: abb. et conv. 386. cler. 71. dux 64 295 392. ducissa 64. civit. 64 71 386.
Bredenes v. Bröns.
Bregen v. Brieg.
Bregenzer Wald v. Schwarzenberg.
Breisach (Brisac. Const. dioc.) mon. Augie s. Marie Cist. ord. e. m. abbat. 78. decan. 70. magistercivium etc. 70.
Breisgau (Brisgaudia Const. dioc.) archidiacon. 115.
Breisig (Briseke Colon. dioc.) par. eccl. 231.
Bremen aep. 70 146 158 175 189 216 244 246 247 271 293 330 367. eccl.: prepos. 98; scholast. 150 293 349; thesaurar. 248; can. 8 23 95 124 150 217 227 248; capit. 70 146 158 175 216 244 246 247 293 367 vic. 57 240 256 349. eccl. s. Anscharii: can. 247; vic. 247. eccl. s. Petri: vic. 330. eccl. s. Willehadi: prepos. 203; capit. 203; vic. 246 247. presb. 168 330. cler. 98 158 160 207 237 286 290 323 345 346. fr. ord. Pred. 295. provincia 59; 271 (dom. s. Antoni o. s. A.) dioc. 140. nuntius 66. collector 66 194 226 267. subcollect. 148 236. armig. 337. mil. 337. laici 104. civit. 246.
Brenich (Colon. dioc.) par. eccl. 109 182.
Brenken (Padeb. dioc.) obedientia 269.
Brenberg (Bruberg Magunt. dioc.) castrum 99.
Brescia (Brixien.) dioc. 124.
Breslau (Wratislavièn.) ep. 30 41 48 56 60 76 82 132 133 191 198 276 281 284 289 295 336 344 353 357 358 363 375. vic. gen. 344. not. episc. 282. cap. episc. 282. eccl.: prepos. 81 82 113 260 282; archidiacon. 22 51 82 173 277 282; decan. 82; cantor. 282; custod. 17 66; cancellaria 168 344; can. 5 17 20 28 31 49 51 66 82 99 113 132 139 141 142 164 168 173 183 198 229 240 244 247 251 254 257 260 282 286 293 298 308 318 353 357 358 360 364 366; capit. 41 48 56 60 113 132 198 284 289 336 353 358; vic. 31 401; alt. (capel.) 42 127 256 260 276 376. eccl. Corporis Christi e. m. 78. eccl. s. Crucis: prepos. 48; decan. 334; cantor. 186; succustod. 376; can. 17 82; capit. 48 376. eccl. s. Elizabethis: alt. 260 276. par. eccl. ss. Dorothee et Nicolai e. m. 289 294 353. par. eccl. s. Marie Magdalene 17 319. mon. s. Clare ord. s. Clare: abbat. et conv. 113 186 276 376. mon. b. Marie o. s. A. in Arena e. m.: abb. 185 308; can. 58 185; conv. 185 308. mon. s. Vincentii Prem. ord. e. m.: abb. 24 76 77 376; prepos. 376; conv. 76 376. hosp. s. Sepulcridomini 376. presb. 191 238 247 279 281 282 287 310 352 363 397. cler. 50 164 167 289 295 334 375 385. dioc. 375. collector 51 173. subcollect. 257. armig. 65 133 161 233 281 282 316 326. mil. 64 221 260 292 293 294. domic. 31 354. laici 51 58 59 69 78 113 129 147 216 220 221 238 272 284 287 309 311. opid. 206 209 236 245 292 318 364 375.
Bretzen v. Treuenbrietzen.
Breusch v. Strassburg.
"Brieg (Briga, Bregen. Wratisl. dioc.) eccl. s. Hedwigis: can. 344; vic. 156 256. dom. s. Antonii o. s. A.: preceptor. 222 310."
Brielle (Briellen. Traiect. dioc.) eccl. s. Katherine: can. 213.
Brisac. v. Breisach.
Briseke v. Breisig.
Brisgaudia v. Breisgau.
Brixen (Brixinen.) ep. 48 116 119 126. mensa episc. 116. eccl.: can. 119 126 285; capit. 48 126; advocatus 116; alt. (capel.) 8 107 119 162. eccl b. Marie in ambitu: prepos. 48; can. 107 119 126 162 181; capit. 48. capel. s. Catherine in Runcoda 181. cler. 333. collector 359. armig. 129 271 275. mil. 106. domic. 106. laici 103.
Brixenthal (Brixintal Chiem. dioc.) par. eccl. s. Martini 129.
Brixien v. Brescia.
Broke v. zum Bruche.
Brombach (Brambach Const. dioc.) par. eccl. 69.
Brondolo (Brondulum Clugien. dioc.) mon. Cist. ord.: abb. 6.
Bronnbach (Brunbach Herbipol. dioc.) mon. Cist. ord.: abb. 178.
Bröns (Bredenes Ripen. dioc.) par. eccl. 48.
Bruberg v. Brenberg.
zum Bruche (de Broke Bremen. dioc.) par. eccl. 253.
Bruck (Salzb. dioc.) capel. s. Georgii 312.
Bruck (Prugk in Stiria Salzb. dioc.) par. eccl. s. Dionisii in monte 234.
Brügge (Brugen. Tornac. dioc.) eccl. s. Donatiani: prepos. 185; can. 127 128 188; capit. 185.
Brumby (Magdeb. dioc.) par. eccl. 402.
Brunbach v. Brunnbach.
Brunenwiler v. Braunenweiler.
Brunswicen. v. Braunschweig.
Brusca v. Strassburg.
Brüssel (Bruxellen. Camerac. dioc.) eccl. b. Marie supra Zabulum 304.
Buch (Puch Bamberg. dioc.) decima 61.
Buchau (Buochow Const. dioc.) mon.: abb. 239.
Büchel (Pucchel Patav. dioc.) par. eccl. 367.
Büchenbach (Buchembach Bamberg. dioc.) par. eccl. s. Viti 73.
Buchkirchen (Puchkirchen al. Mawrkirchen Patav. dioc.) par. eccl. 292.
Buchloe (Buchlon August. dioc.) par. eccl. 294.
Bücken (Bucen. Bremen. dioc.) eccl. s. Nicolai: prepos. 160; can. 231; capit. 160.
Buczowen. v. Bützow.
Budeken v. Böddeken.
"Büdesheim (Budisheim, Budinsheim Magunt. dioc.) capel. s. Oswaldi in Drybilshem prope B. 78 286."
Budissin v. Bautzen.
Bündheim (Bunthen Halberst. dioc.) par. eccl. 217.
Bünigheim (Bunig Const. dioc.) mon. Cist. ord.: monialis 51 78.
Bunnen. v. Bonn.
Buochow v. Buchau.
Burg (Burc Colon. dioc.) par. eccl. 245.
Burgbernheim (Burckbernheim Herbipol. dioc.) par. eccl. 164.
Burgebrach (Burchebrach Herbipol. dioc.) par. eccl. 151.
Bürgstadt (Borgestad prope Miltenberg Magunt. dioc.) par. eccl. 243.
Burgstall (Purgstall Trident. dioc.) capel. Triumregum 389.
"Burgund (Burgundia) v. Bauaria, dux, ducissa."
Burtscheid (Bortschetum Leod. dioc.) mon. o. s. B.: abb. et conv. 107.
Buschbell (Belle Colon. dioc.) par. eccl. 80.
Buscoducis v. Herzogenbusch.
Busendorf (Pusendorff Salzb. dioc.) par. eccl. 276.
Büsum (Bussen Bremen. dioc.) par. eccl. 82 83 84 395.
Butzbach (Magunt. dioc.) par. eccl. 10 52 254 301 302.
Bützow (Buczowen. Zwerin. dioc.) eccl.: prepos. 160 283; can. 91 226 347.
Buxtehude (Verden. dioc.) eccl.: vic. 255.
Cabilonen. v. Châlons s. S.
Caldarium v. Kaltern.
Caluusmons v. Kahlberg.
Cambia v. Cham.
Cambrai (Cameracen.) eccl. s. Crucis: can. 97. eccl. s. Gaugerici: can. 97. presb. 324. cler. 323. dioc. 60 203 307. legatus 306.
"Caminiec (Kamenecen., Camiensen.) ep. 47 303."
Cammin (Caminen.) ep. 8 9 22 144 270 271. eccl.: decan. 105; can. 65 105 194 237 285; capit. 8 74 144; vic. 16. presb. 284 293. cler. 174 348 401. dioc. 341. nuntius 66. collector 194 226 267. vicedom. 105. opid. 74. laici 61.
Campagna (Campania) provincia 227.
Campen. v. Kampen.
Campidona v. Kempten.
Campinia v. Kempen.
Capella v. Kappel.
Cappirnick v. Köppernig.
Capua aep. 124.
Caputferrarum v. Thierhaupten.
Carelburg v. Karlb urg.
Carelstad v. Karlstadt.
Carlow (Karlow Rzeb. dioc.) par. eccl. 312.
Carnoten. v. Chartres.
Casiacum v. Chézy-sur-Marne.
