ort_id,Place,Name Variant,Diocese,Institution,Office,Column_num,Reference
10301352,Mainz,"Maguntin., Moguntin.",,eccl. b. Marie ad Gradus,vic.,"8, 108, 161, 208, 397",
10301352,Mainz,"Maguntin., Moguntin.",,eccl. b. Marie in Campis e. m.,scholast.,116,
10301352,Mainz,"Maguntin., Moguntin.",,eccl. b. Marie in Campis e. m.,can.,"161, 195, 239, 254",
10301352,Mainz,"Maguntin., Moguntin.",,eccl. b. Marie in Campis e. m.,vic.,320,
10301352,Mainz,"Maguntin., Moguntin.",,eccl. s. Mauritii,prepos.,"309, 310, 320",
10301352,Mainz,"Maguntin., Moguntin.",,eccl. s. Mauritii,decan.,203,
10301352,Mainz,"Maguntin., Moguntin.",,eccl. s. Mauritii,can.,"254, 397",
10301352,Mainz,"Maguntin., Moguntin.",,eccl. s. Mauritii,capit.,320,
10301352,Mainz,"Maguntin., Moguntin.",,eccl. s. Petri e. m.,prepos.,"10, 52, 97, 114, 126, 135, 203, 224, 254, 302",
10301352,Mainz,"Maguntin., Moguntin.",,eccl. s. Petri e. m.,can.,"119, 135, 156, 243, 315, 398",
10301352,Mainz,"Maguntin., Moguntin.",,eccl. s. Petri e. m.,capit.,"126, 135, 224",
10301352,Mainz,"Maguntin., Moguntin.",,eccl. s. Petri e. m.,vic.,"126, 224, 334",
10301352,Mainz,"Maguntin., Moguntin.",,eccl. s. Stephani,prepos.,"78, 114, 224, 239, 286, 315",
10301352,Mainz,"Maguntin., Moguntin.",,eccl. s. Stephani,decan.,396,
10301352,Mainz,"Maguntin., Moguntin.",,eccl. s. Stephani,cantor.,137,
10301352,Mainz,"Maguntin., Moguntin.",,eccl. s. Stephani,can.,"66, 78, 116, 117, 141, 142, 149, 209, 286, 315, 368",
10301352,Mainz,"Maguntin., Moguntin.",,eccl. s. Stephani,capit.,"224, 239, 315, 396",
10301352,Mainz,"Maguntin., Moguntin.",,eccl. s. Stephani,vic.,"108, 224",
10301352,Mainz,"Maguntin., Moguntin.",,eccl. s. Victoris e. m.,prepos.,"119, 150, 152, 230",
10301352,Mainz,"Maguntin., Moguntin.",,eccl. s. Victoris e. m.,decan.,"22, 65",
10301352,Mainz,"Maguntin., Moguntin.",,eccl. s. Victoris e. m.,cantor.,28,
10301352,Mainz,"Maguntin., Moguntin.",,eccl. s. Victoris e. m.,custod.,192,
10301352,Mainz,"Maguntin., Moguntin.",,eccl. s. Victoris e. m.,thesaurar.,119,
10301352,Mainz,"Maguntin., Moguntin.",,eccl. s. Victoris e. m.,can.,"66, 68, 119, 192, 218",
10301352,Mainz,"Maguntin., Moguntin.",,eccl. s. Victoris e. m.,capit.,"65, 150",
10301352,Mainz,"Maguntin., Moguntin.",,eccl. s. Victoris e. m.,vic.,"65, 309, 320, 362",
10301352,Mainz,"Maguntin., Moguntin.",,par. eccl. s. Ignatii,,"148, 209",
10301352,Mainz,"Maguntin., Moguntin.",,capel. s. Michaelis,,320,
10301352,Mainz,"Maguntin., Moguntin.",,capel. s. Nicodemi,,114,
10301352,Mainz,"Maguntin., Moguntin.",,mon. s. Albani o. s. B. e. m.,abb.,"140, 241, 320, 388",
10301352,Mainz,"Maguntin., Moguntin.",,mon. s. Albani o. s. B. e. m.,hospitalarii,140,
10301352,Mainz,"Maguntin., Moguntin.",,mon. s. Albani o. s. B. e. m.,conv.,"140, 241, 320",
10301352,Mainz,"Maguntin., Moguntin.",,mon. s. Albani o. s. B. e. m.,vic. in eccl.,393,
10301352,Mainz,"Maguntin., Moguntin.",,mon. s. Jacobi o. s. B. e. m.,abb.,51,
10301352,Mainz,"Maguntin., Moguntin.",,mon. s. Jacobi o. s. B. e. m.,custod.,51,
10301352,Mainz,"Maguntin., Moguntin.",,mon. Veteriscelle Cist. ord.,abb. e. conv.,"49, 161",
10301352,Mainz,"Maguntin., Moguntin.",,,presb.,"40, 96, 141, 158, 160, 230, 247, 249, 254, 274, 285, 339, 343, 344, 374, 389, 390, 391, 397, 400",
10301352,Mainz,"Maguntin., Moguntin.",,,cler.,"20, 21, 22, 29, 45, 49, 55, 65, 66, 78, 88, 89, 98, 100, 105, 108, 116, 121, 128, 131, 132, 135, 141, 147, 149, 150, 157, 158, 159, 164, 192, 197, 203, 209, 218, 219, 220, 224, 230, 239, 248, 269, 273, 286, 287, 292, 294, 296, 315, 320, 343, 347, 350, 362, 372, 374, 387, 388, 389, 390, 391, 397, 400",
10301352,Mainz,"Maguntin., Moguntin.",,,monach.,"134, 355",
10301352,Mainz,"Maguntin., Moguntin.",,,scolar.,"199, 314",
10301352,Mainz,"Maguntin., Moguntin.",,,provincia,"290, 365",
10301352,Mainz,"Maguntin., Moguntin.",,dom. s. Antonii,,"16, 30, 59, 221",
10301352,Mainz,"Maguntin., Moguntin.",,,provinc. concilium,89,
10301352,Mainz,"Maguntin., Moguntin.",,,dioc.,108,
10301352,Mainz,"Maguntin., Moguntin.",,,legatus,306,
10301352,Mainz,"Maguntin., Moguntin.",,,nuntius,241,
10301352,Mainz,"Maguntin., Moguntin.",,,collector,"137, 241, 271",
10301352,Mainz,"Maguntin., Moguntin.",,,armig.,"42, 67, 335, 355",
10301352,Mainz,"Maguntin., Moguntin.",,,mil.,"67, 74, 108, 301, 355",
10301352,Mainz,"Maguntin., Moguntin.",,,baron.,95,
10301352,Mainz,"Maguntin., Moguntin.",,,domic.,"105, 359",
10301352,Mainz,"Maguntin., Moguntin.",,,opid.,"317, 376",
10301352,Mainz,"Maguntin., Moguntin.",,,laici,"167, 187, 212, 243, 288, 312",
10301352,Mainz,"Maguntin., Moguntin.",,,civit.,337,
10301360,Malmedy,Malmundarien.,Colon. dioc.,mon. s. Petri o. s. B.,abb. et conv.,145,
10301361,Malogoschtsch,Malogoscz,Gnezn. dioc.,par. eccl.,,288,
10301362,Mals,,Curien. dioc.,par. eccl.,,99,
10301363,Mannenbach,Manebach,Const. dioc.,capel. s. Crucis,,295,
10301364,Mannsburg,Manspurg,Aquil. dioc.,par. eccl. s. Michaelis,,46,
10301367,Mansfeld,Mansfelt,,,comes,"43, 69, 139",
10301368,Manswörd,Manswerd,Patav. dioc.,par. eccl.,,"15, 152, 153, 389, 401",
10301369,Manzing,Manczingen,Magunt. dioc.,par. eccl.,,104,
10301371,Marbach,Marpach,Basil. dioc.,mon. o. s. A.,abb. et conv.,272,
10301371,Marbach,Marpach,Const. dioc.,par. eccl.,,140,
10301375,Marchtal,,Const. dioc.,mon. Prem. ord.,,22,
10301375,Marchtal,,Const. dioc.,mon. Prem. ord.,prep. et conv.,257,
10301377,Mardorf,Maretorff,Magunt. dioc.,par. eccl.,,299,
10301378,St. Marein,Zusandmarein,Lavant. dioc.,eccl. b. Marie Virg.,,272,
10301380,Maria Saal,in Solio,Salzb. dioc.,eccl. b. Marie,prepos.,238,
10301381,Marienberg,Montisburgum,Curien. dioc.,mon. b. Marie o. s. B.,abb. et conv.,327,
10301382,Marienburg,,Pomezan. dioc.,capel. castri,,161,
10301382,Marienburg,,Pomezan. dioc.,,fr. dom. hosp. b. Marie Theoton.,265,
10301383,Marienstadt,Mergenstat,Colon. dioc.,mon. b. Marie Cist. ord.,abb.,327,
10301384,Marienstern,"Stellasanctemarie, Vallis-sanctemarie in Mergenstern",Misn. dioc.,mon. Cist. ord.,abbat. et conv.,"276, 318",
10301385,Marienwaard,Insula b. Marie,Traiect. dioc.,mon. Prem. ord.,,133,
10301385,Marienwaard,Insula b. Marie,Traiect. dioc.,mon. Prem. ord.,abb.,188,
10301386,Marienwalde,Marienuolt,Camin. dioc.,mon. Cist. ord.,priorissa et conv.,144,
10301387,Marienwohlde,Marienwold,Razeb. dioc.,mon. b. Marie Virg. et Brigide o. s. A.,,146,
10301389,Maritima,,,,provincia,227,
10301390,Mark,Marka,,,comes,130,
10301391,Pr. Mark,Marka,Gnezn. dioc.,par. eccl.,,200,
10301392,Markdorf,Marchdorf,Const. dioc.,par. eccl.,,96,
10301393,Markelo,Marclo,Traiect. dioc.,par. eccl.,,119,
10301394,Markterlbach,Markterelbach,Herbi-pol. dioc.,par. eccl.,,295,
10301396,Marquartitz,,Prag. dioc.,par. eccl.,,111,
10301397,Marsal,"Marsallum, Marsellum",Meten. dioc.,eccl. s. Leodegarii,prepos.,273,
10301397,Marsal,"Marsallum, Marsellum",Meten. dioc.,eccl. s. Leodegarii,can.,"189, 215",
10301397,Marsal,"Marsallum, Marsellum",Meten. dioc.,eccl. s. Leodegarii,capit.,273,
10301398,Marville,Maruilla,Trev. dioc.,eccl. s. Hilarii e. m.,alt.,119,
10301398,Marville,Maruilla,Trev. dioc.,par. eccl.,,"8, 28",
10301399,Masmünster,Vallismasonis,Basil. dioc.,mon. s. Arbogasti o. s. B.,,78,
10301399,Masmünster,Vallismasonis,Basil. dioc.,mon. s. Arbogasti o. s. B.,abb. et conv.,237,
10301399,Masmünster,Vallismasonis,Basil. dioc.,mon. s. Arbogasti o. s. B.,monial.,272,
10301400,Masovien,Masouia,,,dux,"5, 46, 69, 244",
10301401,Massemberg b. Leoben,Messenberg,Salzb. dioc.,capel. s. Dionysii,,182,
10301402,Massenheim,Massenheym,Magunt. dioc.,,villa,396,
10301405,Mattsee,"Maticen., Mathicen.",Patav. dioc.,eccl. s. Michaelis,prepos.,19,
10301405,Mattsee,"Maticen., Mathicen.",Patav. dioc.,eccl. s. Michaelis,can.,339,
10301406,Mattstedt,Matztete,Magunt. dioc.,par. eccl.,,393,
10301407,Maulbronn,Mulbron,Spiren. dioc.,mon. Cist. ord.,monach.,27,
10301408,Mausdorf,Mudorff,Pomezan. dioc.,par. eccl.,,"41, 208",
10301409,Mautern,Mauttarn,Patav. dioc.,par. eccl.,,352,
10301410,Mautschatz,,Leod. dioc.,capel. s. Laurentii,,120,
10301413,Mecheln,Mechlinien.,Camerac. dioc.,,preb. de Zollaer in eccl. s. Rumoldi,45,
10301414,Medemblik,"Medeblike, Medenblick",Traiect. dioc.,par. eccl. s. Martini,,277,
10301414,Medemblik,"Medeblike, Medenblick",Traiect. dioc.,,personatus,313,
10301415,Meder,Mayder,Herbipol. dioc.,par. eccl.,,79,
10301420,Meersen,Mersen,Leod. dioc.,mon. o. s. B.,prepos.,"225, 298",
10301422,Meisau,Meissaw,Patav. dioc.,,baron.,301,
10301423,Meiselding,Meysseldeck,Gurc. dioc.,par. eccl.,,97,
10301424,Meissen,Misen.,,,ep.,"27, 28, 30, 176, 221, 271, 279, 329",
10301424,Meissen,Misen.,,eccl.,,28,
10301424,Meissen,Misen.,,eccl.,prepos.,251,
10301424,Meissen,Misen.,,eccl.,decan.,"176, 287, 344, 393",
10301424,Meissen,Misen.,,eccl.,cantor.,176,
10301424,Meissen,Misen.,,eccl.,can.,"97, 141, 142, 176, 242, 251, 303, 329, 344, 393",
10301424,Meissen,Misen.,,eccl.,capit.,"176, 279, 329, 393",
10301424,Meissen,Misen.,,eccl.,vic.,274,
10301424,Meissen,Misen.,,,presb.,276,
10301424,Meissen,Misen.,,,cler.,"27, 29, 195, 245, 276, 279, 289, 318, 391, 393, 395, 396, 399",
10301424,Meissen,Misen.,,,dioc.,"27, 390",
10301424,Meissen,Misen.,,,marchio,"12, 211, 332, 366",
10301424,Meissen,Misen.,,,mil.,"77, 149, 156",
10301424,Meissen,Misen.,,,domic.,"149, 201, 345",
10301424,Meissen,Misen.,,,civit.,27,
10301425,Melen,Mella,Leod. dioc.,par. eccl.,,121,
10301426,Melk,Mellicen.,Patav. dioc.,mon. o. s. B.,abb.,"208, 209, 224, 359, 402",
10301426,Melk,Mellicen.,Patav. dioc.,mon. o. s. B.,prepos.,208,
10301426,Melk,Mellicen.,Patav. dioc.,mon. o. s. B.,custod.,224,
10301426,Melk,Mellicen.,Patav. dioc.,mon. o. s. B.,conv.,"208, 224, 359, 402",
10301427,Mellrichstadt,Melerstat,Herbipol. dioc.,par. eccl.,,155,
10301428,Melm,? Melmshoff,Bamberg. dioc.,,decima,61,
10301429,Melnik,Melnicen.,Prag. dioc.,eccl. s. Petri,prepos.,98,
10301430,Memmingen,"Memingen, Memmyngen",August. dioc.,dom. s. Anthonii o. s. A.,,277,
10301430,Memmingen,"Memingen, Memmyngen",August. dioc.,par. eccl.,,167,
10301430,Memmingen,"Memingen, Memmyngen",August. dioc.,,civit.,138,
10301431,Mendhausen,Menthusen,Herbipol. dioc.,par. eccl.,,154,
10301432,Mengen,"Birtirkilch, Birterkilch",Const. dioc.,par. eccl.,,140,
10301437,Merkershausen,Merkeshusen,Herbipol. dioc.,par. eccl.,,"142, 206",
10301438,Merode,,Colon. dioc.,,dominus loci,326,
10301439,Merseburg,,,,ep. (el.),"13, 154, 271, 278, 288, 297, 362",
10301439,Merseburg,,,eccl.,decan.,16,
10301439,Merseburg,,,eccl.,can.,"16, 154, 176, 297, 315, 398",
10301439,Merseburg,,,eccl.,capit.,"278, 288",
10301439,Merseburg,,,eccl.,vic.,274,
10301439,Merseburg,,,eccl.,alt.,53,
10301439,Merseburg,,,eccl. s. Sixti,decan.,293,
10301439,Merseburg,,,,cler.,"204, 396, 398",
10301441,Merzdorf,Mertinsdorf,Wratisl. dioc.,par. eccl. s. Martini,,273,
10301442,Merzenich,Merczenich,Colon. dioc.,par. eccl.,,210,
10301443,Merzig a. S,Marcedum,Trev. dioc.,,archipresbyt. ruralis,215,
10301444,Mesch,Messche,Leod. dioc.,par. eccl.,,204,
10301445,Meschede,,Colon. dioc.,ecc. s. Walburgis,prepos.,12,
10301445,Meschede,,Colon. dioc.,ecc. s. Walburgis,can.,241,
10301446,Metz,Meten.,,,ep. (el.),"42, 46, 80, 85, 152, 201, 273, 322, 336, 342, 386",
10301446,Metz,Meten.,,ecc.,decan.,"41, 219, 278",
10301446,Metz,Meten.,,ecc.,archidiacon.,"102, 283",
10301446,Metz,Meten.,,ecc.,cantor.,"184, 217, 228, 229, 335",
10301446,Metz,Meten.,,ecc.,eleemosin.,"23, 335",
10301446,Metz,Meten.,,ecc.,primiceria,"85, 152, 194",
10301446,Metz,Meten.,,ecc.,dign.,"102, 314",
10301446,Metz,Meten.,,ecc.,can.,"23, 41, 69, 85, 102, 134, 152, 180, 194, 212, 215, 217, 228, 229, 235, 252, 268, 314, 315, 316, 317, 335, 336, 398, 400",
10301446,Metz,Meten.,,ecc.,capit.,"41, 42, 46, 201, 228, 278, 342",
10301446,Metz,Meten.,,ecc.,capel. (benef.),"23, 41, 184, 336",
10301446,Metz,Meten.,,ecc.,not. curie,219,
10301446,Metz,Meten.,,ecc. b. Marie Rotunde,prepos.,"85, 194, 228, 229",
10301446,Metz,Meten.,,ecc. b. Marie Rotunde,can.,"46, 317, 336",
10301446,Metz,Meten.,,ecc. s. Saluatoris,prepos.,"278, 315, 398",
10301446,Metz,Meten.,,ecc. s. Saluatoris,dign.,314,
10301446,Metz,Meten.,,ecc. s. Saluatoris,can.,"314, 336",
10301446,Metz,Meten.,,ecc. s. Theobaldi e. m.,can.,46,
10301446,Metz,Meten.,,ecc. s. Theobaldi e. m.,capel.,199,
10301446,Metz,Meten.,,ecc. s. Elamsdis (?),can.,208,
10301446,Metz,Meten.,,,par. ecc. s. Gangulphi,"41, 46",
10301446,Metz,Meten.,,,par. ecc. s. Gorgonii,331,
10301446,Metz,Meten.,,,par. ecc. s. Hilarii,219,
10301446,Metz,Meten.,,,par. ecc. s. Maximini,212,
10301446,Metz,Meten.,,,par. ecc. s. Simplicii,"23, 101",
10301446,Metz,Meten.,,,par. ecc. s. Victoris,"179, 229",
10301446,Metz,Meten.,,capel. s. Galli,,229,
10301446,Metz,Meten.,,capel. noue ecc. s. Johannis,,184,
10301446,Metz,Meten.,,capel. b. Marie in domo Petri de Pairgin resp. Johannis de Velonia,,"184, 212",
10301446,Metz,Meten.,,mon. s. Arnulphi o. s. B. e. m.,abb.,"191, 283",
10301446,Metz,Meten.,,mon. s. Arnulphi o. s. B. e. m.,conv.,283,
10301446,Metz,Meten.,,mon. s. Simphoriani o. s. B. e. m.,monach.,212,
10301446,Metz,Meten.,,mon. s. Vincentii o. s. B.,,259,
10301446,Metz,Meten.,,mon. s. Vincentii o. s. B.,abb. et conv.,184,
10301446,Metz,Meten.,,,presb.,"80, 204",
10301446,Metz,Meten.,,,cler.,"41, 42, 46, 87, 183, 184, 194, 202, 206, 210, 235, 320",
10301446,Metz,Meten.,,,mil.,"183, 184, 205, 283",
10301446,Metz,Meten.,,,domic.,203,
10301446,Metz,Meten.,,,opid.,"106, 205, 212, 283",
10301446,Metz,Meten.,,,laici,273,
10301448,Meyenburg,Meynborch,Bremen. dioc.,,castrum et capel.,253,
10301450,St. Michel a. d. Etsch,de Sanctomichaele,Trident. dioc.,mon. s. Michaelis o. s. A.,,279,
10301451,Michelbach,,Herbipol. dioc.,par. eccl.,,86,
10301452,Middelburg,,Traiect. dioc.,capel. in par. eccl. in Westmunster,,218,
10301452,Middelburg,,Traiect. dioc.,mon. b. Marie Prem. ord.,,279,
10301452,Middelburg,,Traiect. dioc.,mon. b. Marie Prem. ord.,abb.,"62, 279",
10301452,Middelburg,,Traiect. dioc.,mon. b. Marie Prem. ord.,conv.,62,
10301453,Midlucze,,? Traiect. dioc.,par. eccl.,,178,
10301454,St. Mihiel,de Sanctomichaele,Virdun. dioc.,par. eccl. s. Michaelis.,,101,
10301455,Mileonowe,,? Gnezn. dioc.,par. eccl.,,79,
10301458,Minden,,,,ep.,"56, 57, 217, 342, 376",
10301458,Minden,,,eccl.,decan.,"12, 23, 57, 349",
10301458,Minden,,,eccl.,scholast.,174,
10301458,Minden,,,eccl.,thesaurar.,18,
10301458,Minden,,,eccl.,can.,"12, 18, 57, 174, 200, 214, 349",
10301458,Minden,,,eccl.,capit.,"56, 57, 217",
10301458,Minden,,,eccl.,vic.,"44, 56, 76, 200",
10301458,Minden,,,eccl.,capel.,200,
10301458,Minden,,,eccl. s. Martini,prepos.,56,
10301458,Minden,,,eccl. s. Martini,decan.,200,
10301458,Minden,,,eccl. s. Martini,can.,"56, 96, 192, 200, 391",
10301458,Minden,,,eccl. s. Martini,capit.,56,
10301458,Minden,,,capel. s. Margarete,,174,
10301458,Minden,,,,archidiacon.,23,
10301458,Minden,,,,presb.,"76, 171, 391",
10301458,Minden,,,,cler.,"23, 44, 107, 131, 162, 231, 247, 250, 265, 282, 346, 347, 389, 394",
10301458,Minden,,,,collector,135,
10301458,Minden,,,,schol.,202,
10301458,Minden,,,,armig.,257,
10301458,Minden,,,,laici,75,
10301462,Mirisdorf,Miresmestorpe,Raseb. dioc.,par. eccl.,,177,
10301463,Miserach b. Pruntrut,Miserez b. Porrentruy; Miserium prope Pourramtrum (Pourramtin),Basil. dioc.,,priorat. o. s. A.,"194, 370",
10301465,Missanen,,,,ep.,195,
10301466,Mittelbuchen,Mitlilbuchen,Magunt. dioc.,par. eccl.,,327,
10301467,Mittelnkirchen,Mediau,Verden. dioc.,par. eccl.,,40,
10301468,Mockstadt,Moxstad,Magunt. dioc.,eccl. s. Martini,scolast.,248,
10301469,Moder,Matra,Argent. dioc.,,flumen,179,
10301470,Moderstorpe,Modestorpe,Verden. dioc.,,archidiacon.,"84, 270",
10301471,Mödling,Medling,Patav. dioc.,par. eccl.,,151,
10301472,Möhringen,"Mehringen, Meringhen",Const. dioc.,,curia celerarie,329,
10301478,Mölln,Molne,Rzeb. dioc.,par. eccl.,,390,
10301479,Mölsenheim,Mulsenheim,Herbipol. dioc.,par. eccl.,,167,
10301480,Molzbichl,"Moltzpuhel, Moltichiel",Salzb. dioc.,par. eccl.,,110,
10301485,Mondsee,Mannsee,Patav. dioc.,mon. o. s. B.,abb.,50,
10301486,Monopoli,Monopolitan.,,dom. hosp. s. Stephani,,181,
10301494,Moos,Mosacen.,Aquil. dioc.,mon. s. Galli o. s. B.,commen-dator,24,
10301495,Moosburg,Mospurg,Frising. dioc.,eccl. s. Castoli,prepos.,170,
10301495,Moosburg,Mospurg,Frising. dioc.,eccl. s. Castoli,can.,91,
10301497,St. Moritz,Agauen.,Sedun. dioc.,mon. s. Mauritii o. s. A.,prepos.,242,
10301497,St. Moritz,Agauen.,Sedun. dioc.,mon. s. Mauritii o. s. A.,can.,242,
10301500,Mosbach,Mospach,Herbipol. dioc.,eccl.,prepos.,123,
10301503,Muffenheim,,Argent. dioc.,,villa,"64, 333",
10301504,Mühlhausen,Molhusen.,Magunt. dioc.,eccl. b. Marie Pontis,can.,156,
10301504,Mühlhausen,Molhusen.,Magunt. dioc.,par. eccl. s. Johannis e. m.,,"53, 225",
10301508,München,Monacen.,Frising. dioc.,par. eccl. s. Petri,,"376, 377",
10301508,München,Monacen.,Frising. dioc.,,decan. ruralis,376,
10301508,München,Monacen.,Frising. dioc.,,civit.,138,
10301509,Münchsmünster,Munster,Ratisp. dioc.,par. eccl. b. Marie Virg.,,280,
10301510,Münchweiler,Munuchwiler,Magunt. dioc.,par. eccl.,,292,
10301511,Mündraching,Mundrichingen,Ratisp. dioc.,par. eccl.,,53,
10301512,Münichreith,Munichrawt,Patav. dioc.,par. eccl.,,213,
10301514,Münster,"Monasterien., Munasterien.",,,ep.,"109, 167, 214, 252, 258, 265, 280, 299, 345, 350",
10301514,Münster,"Monasterien., Munasterien.",,,vic. gen.,"252, 265",
10301514,Münster,"Monasterien., Munasterien.",,eccl.,prepos.,"15, 228",
10301514,Münster,"Monasterien., Munasterien.",,eccl.,decan.,"15, 236, 345",
10301514,Münster,"Monasterien., Munasterien.",,eccl.,can.,"15, 65, 95, 134, 236, 374",
10301514,Münster,"Monasterien., Munasterien.",,eccl.,capit.,"14, 109, 214, 258, 345, 350",
10301514,Münster,"Monasterien., Munasterien.",,eccl.,vic.,"15, 23, 134, 166, 236, 246",
10301514,Münster,"Monasterien., Munasterien.",,eccl.,capel.,"246, 263",
10301514,Münster,"Monasterien., Munasterien.",,eccl. s. Ludgeri,decan.,279,
10301514,Münster,"Monasterien., Munasterien.",,eccl. s. Ludgeri,scholast.,166,
10301514,Münster,"Monasterien., Munasterien.",,eccl. s. Ludgeri,thesaurar.,136,
10301514,Münster,"Monasterien., Munasterien.",,eccl. s. Ludgeri,can.,"136, 166, 299",
10301514,Münster,"Monasterien., Munasterien.",,eccl. s. Ludgeri,capit.,279,
10301514,Münster,"Monasterien., Munasterien.",,eccl. s. Martini,decan.,279,
10301514,Münster,"Monasterien., Munasterien.",,eccl. s. Martini,can.,"236, 263, 299",
10301514,Münster,"Monasterien., Munasterien.",,eccl. s. Martini,capit.,279,
10301514,Münster,"Monasterien., Munasterien.",,eccl. s. Mauritii e. m.,prepos.,"65, 246, 263",
10301514,Münster,"Monasterien., Munasterien.",,eccl. s. Mauritii e. m.,decan.,"263, 279, 280",
10301514,Münster,"Monasterien., Munasterien.",,eccl. s. Mauritii e. m.,dign.,15,
10301514,Münster,"Monasterien., Munasterien.",,eccl. s. Mauritii e. m.,can.,"15, 172, 213, 246, 264, 280, 299, 345",
10301514,Münster,"Monasterien., Munasterien.",,eccl. s. Mauritii e. m.,capit.,"263, 279, 280",
10301514,Münster,"Monasterien., Munasterien.",,eccl. Veteriseclesie s. Pauli,decan.,279,
10301514,Münster,"Monasterien., Munasterien.",,eccl. Veteriseclesie s. Pauli,can.,"172, 279",
10301514,Münster,"Monasterien., Munasterien.",,eccl. Veteriseclesie s. Pauli,capit.,279,
10301514,Münster,"Monasterien., Munasterien.",,eccl. Veteriseclesie s. Pauli,vic.,345,
10301514,Münster,"Monasterien., Munasterien.",,par. eccl. s. Egidii,,280,
10301514,Münster,"Monasterien., Munasterien.",,par. eccl. s. Lamberti,,"263, 280",
10301514,Münster,"Monasterien., Munasterien.",,par. eccl. s. Seruati,,280,
10301514,Münster,"Monasterien., Munasterien.",,mon. s. Marie Transaquas o. s. B.,abbat. et conv.,136,
10301514,Münster,"Monasterien., Munasterien.",,,presb.,"100, 252, 254, 265, 350",
10301514,Münster,"Monasterien., Munasterien.",,,cler.,"30, 105, 136, 143, 166, 172, 263, 265, 269, 279, 350, 374, 392, 399",
10301514,Münster,"Monasterien., Munasterien.",,,offic.,280,
10301514,Münster,"Monasterien., Munasterien.",,,collector,135,
10301514,Münster,"Monasterien., Munasterien.",,,scolar.,65,
10301514,Münster,"Monasterien., Munasterien.",,,dioc.,140,
10301514,Münster,"Monasterien., Munasterien.",,,domic.,"169, 253",
10301514,Münster,"Monasterien., Munasterien.",,,opid.,"106, 109, 130, 263",
10301514,Münster,"Monasterien., Munasterien.",,,laici,"77, 104",
10301515,Munster,,Verden. dioc.,par. eccl.,,235,
10301517,Münsterbilsen,Blisien.,Leod. dioc.,mon. s. Amoris o. s. B.,abb. et conv.,256,
10301518,Münstereifel,Monasteriumeyfflie,Colon. dioc.,eccl. ss. Crisanti et Darie,can.,"18, 148, 152, 169, 198",
10301519,Münsterkirchen,Monsterkirken,Magunt. dioc.,par. eccl.,,45,
10301520,Münstermaifeld,Monasteriummeynfelt,Trev. dioc.,eccl.,can.,63,
10301521,Müntz,Muntz,Colon. dioc.,par. eccl.,,362,
10301524,Muri,Mure,Const. dioc.,mon. o. s. B.,,280,
10301525,Murrhart,Murhart,Herbipol. dioc.,mon. o. s. B.,abb.,91,
10301529,Namur,Namurcen.,Leod. dioc.,abbatia b. Marie,,7,
10301530,Nassau,Nassaw,,,comes,"38, 321",
10301531,Nassenfuss,Nazzenuos,Aquil. dioc.,par. eccl. s. Ruperti,,170,
10301533,Naumburg,Nuembergen.,,,ep. (el.),"13, 129, 297",
10301533,Naumburg,Nuembergen.,,eccl.,prepos.,301,
10301533,Naumburg,Nuembergen.,,eccl.,decan.,"315, 371",
10301533,Naumburg,Nuembergen.,,eccl.,scolast.,221,
10301533,Naumburg,Nuembergen.,,eccl.,dign.,398,
10301533,Naumburg,Nuembergen.,,eccl.,can.,"97, 99, 154, 175, 221, 297, 315, 316, 329, 398",
10301533,Naumburg,Nuembergen.,,eccl.,capit.,"13, 297",
10301533,Naumburg,Nuembergen.,,eccl.,vic.,"16, 147, 274, 386",
10301533,Naumburg,Nuembergen.,,par. eccl. s. Odmari e. m.,,288,
10301533,Naumburg,Nuembergen.,,,presb.,221,
10301533,Naumburg,Nuembergen.,,,cler.,"202, 272, 288, 346",
10301533,Naumburg,Nuembergen.,,,armig.,"139, 345",
10301534,Neapel,Neapoli,,,. dom. hosp. s. Johannis Jerosol.,101,
10301535,Nebbio,Nebien,,,. ep.,317,
10301536,Negau,Negaw,Salzb. dioc.,par. eccl. b. Marie,,280,
10301537,Neisse,Nyssa,Wratisl. dioc.,par. eccl. s. Jacobi,,"50, 113, 295",
10301537,Neisse,Nyssa,Wratisl. dioc.,,fraternitas b. Marie,295,
10301537,Neisse,Nyssa,Wratisl. dioc.,,civit.,295,
10301539,Nesselröden,Netelreden,Magunt. dioc.,par. eccl.,,168,
10301540,Nesselwang,Nesselwange,August. dioc.,par. eccl. s. Andreæ,,280,
10301541,Neubrandenburg,Nouumbrandeborgh,Havelb. dioc.,par. eccl. b. Marie,,157,
10301542,Neuburg,Nuemburg.,August. dioc.,mon. b. Marie o. s. A.,prepos.,360,
10301544,Neuenburg,"Nouumcastrum, Neumburgh",Const. dioc.,par. eccl.,,162,
10301544,Neuenburg,"Nouumcastrum, Neumburgh",Const. dioc.,,"civit., opid.","162, 217, 250, 358",
10301545,Neuendorf,Nuendorff,Halberst. dioc.,mon. Prem. ord. (!),"prep., abbat. et conv.","120, 387",
10301546,Neuen-Heerse,Herisien.,Padeb. dioc.,par. eccl.,,"330, 390",
10301546,Neuen-Heerse,Herisien.,Padeb. dioc.,abbatia,,37,
10301547,Neuenstadt,Nouauilla,Lausan. dioc.,par. eccl. s. Ursicini sub castro Glossenberg,,"14, 145",
10301548,Neuhaus,Newhaus,Ratisp. dioc.,,castrum,111,
